Time,System Production (W)
05/09/2021 21:00,0.0
05/09/2021 21:15,0.0
05/09/2021 21:30,0.0
05/09/2021 21:45,0.0
05/09/2021 22:00,0.0
05/09/2021 22:15,0.0
05/09/2021 22:30,0.0
05/09/2021 22:45,0.0
05/09/2021 23:00,0.0
05/09/2021 23:15,0.0
05/09/2021 23:30,0.0
05/09/2021 23:45,0.0
05/10/2021 00:00,0.0
05/10/2021 00:15,0.0
05/10/2021 00:30,0.0
05/10/2021 00:45,0.0
05/10/2021 01:00,0.0
05/10/2021 01:15,0.0
05/10/2021 01:30,0.0
05/10/2021 01:45,0.0
05/10/2021 02:00,0.0
05/10/2021 02:15,0.0
05/10/2021 02:30,0.0
05/10/2021 02:45,0.0
05/10/2021 03:00,0.0
05/10/2021 03:15,0.0
05/10/2021 03:30,0.0
05/10/2021 03:45,0.0
05/10/2021 04:00,0.0
05/10/2021 04:15,0.0
05/10/2021 04:30,0.0
05/10/2021 04:45,0.0
05/10/2021 05:00,0.0
05/10/2021 05:15,0.0
05/10/2021 05:30,0.0
05/10/2021 05:45,10.3333
05/10/2021 06:00,1262.3334
05/10/2021 06:15,5117.0
05/10/2021 06:30,7102.6665
05/10/2021 06:45,11314.667
05/10/2021 07:00,16253.666
05/10/2021 07:15,21311.334
05/10/2021 07:30,26199.334
05/10/2021 07:45,30306.0
05/10/2021 08:00,24504.0
05/10/2021 08:15,29084.668
05/10/2021 08:30,40711.6641
05/10/2021 08:45,46061.668
05/10/2021 09:00,47476.6641
05/10/2021 09:15,48791.0039
05/10/2021 09:30,58964.0
05/10/2021 09:45,63388.0
05/10/2021 10:00,69815.6641
05/10/2021 10:15,72544.3281
05/10/2021 10:30,52487.668
05/10/2021 10:45,57023.0
05/10/2021 11:00,71718.3359
05/10/2021 11:15,70614.0
05/10/2021 11:30,71244.3359
05/10/2021 11:45,72305.3281
05/10/2021 12:00,72927.6641
05/10/2021 12:15,73641.6641
05/10/2021 12:30,73775.3359
05/10/2021 12:45,72589.3359
05/10/2021 13:00,71138.3359
05/10/2021 13:15,69502.3281
05/10/2021 13:30,68690.6641
05/10/2021 13:45,67210.6641
05/10/2021 14:00,64919.3359
05/10/2021 14:15,62229.0
05/10/2021 14:30,59498.668
05/10/2021 14:45,56634.332
05/10/2021 15:00,54117.0
05/10/2021 15:15,51485.0
05/10/2021 15:30,47832.668
05/10/2021 15:45,45141.3359
05/10/2021 16:00,42966.3359
05/10/2021 16:15,40420.668
05/10/2021 16:30,36988.0
05/10/2021 16:45,32937.0
05/10/2021 17:00,27884.0
05/10/2021 17:15,21528.0
05/10/2021 17:30,15564.667
05/10/2021 17:45,9572.334
05/10/2021 18:00,2228.6667
05/10/2021 18:15,447.6667
05/10/2021 18:30,0.0
05/10/2021 18:45,0.0
05/10/2021 19:00,0.0
05/10/2021 19:15,0.0
05/10/2021 19:30,0.0
05/10/2021 19:45,0.0
05/10/2021 20:00,0.0
05/10/2021 20:15,0.0
05/10/2021 20:30,0.0
05/10/2021 20:45,0.0
05/10/2021 21:00,0.0
05/10/2021 21:15,0.0
05/10/2021 21:30,0.0
05/10/2021 21:45,0.0
05/10/2021 22:00,0.0
05/10/2021 22:15,0.0
05/10/2021 22:30,0.0
05/10/2021 22:45,0.0
05/10/2021 23:00,0.0
05/10/2021 23:15,0.0
05/10/2021 23:30,0.0
05/10/2021 23:45,0.0
05/11/2021 00:00,0.0
05/11/2021 00:15,0.0
05/11/2021 00:30,0.0
05/11/2021 00:45,0.0
05/11/2021 01:00,0.0
05/11/2021 01:15,0.0
05/11/2021 01:30,0.0
05/11/2021 01:45,0.0
05/11/2021 02:00,0.0
05/11/2021 02:15,0.0
05/11/2021 02:30,0.0
05/11/2021 02:45,0.0
05/11/2021 03:00,0.0
05/11/2021 03:15,0.0
05/11/2021 03:30,0.0
05/11/2021 03:45,0.0
05/11/2021 04:00,0.0
05/11/2021 04:15,0.0
05/11/2021 04:30,0.0
05/11/2021 04:45,0.0
05/11/2021 05:00,0.0
05/11/2021 05:15,0.0
05/11/2021 05:30,0.0
05/11/2021 05:45,72.6667
05/11/2021 06:00,1783.6666
05/11/2021 06:15,3932.3333
05/11/2021 06:30,4698.6665
05/11/2021 06:45,8364.334
05/11/2021 07:00,10450.334
05/11/2021 07:15,9623.667
05/11/2021 07:30,16207.0
05/11/2021 07:45,16197.333
05/11/2021 08:00,22460.666
05/11/2021 08:15,33632.668
05/11/2021 08:30,33983.3359
05/11/2021 08:45,53128.0039
05/11/2021 09:00,54887.6641
05/11/2021 09:15,40580.332
05/11/2021 09:30,56709.3359
05/11/2021 09:45,59911.0
05/11/2021 10:00,60052.0
05/11/2021 10:15,64120.0
05/11/2021 10:30,67020.3359
05/11/2021 10:45,68082.3281
05/11/2021 11:00,68871.6641
05/11/2021 11:15,70023.0
05/11/2021 11:30,71357.6641
05/11/2021 11:45,71564.3281
05/11/2021 12:00,71293.6641
05/11/2021 12:15,72452.0
05/11/2021 12:30,73313.0
05/11/2021 12:45,74530.3359
05/11/2021 13:00,74374.3359
05/11/2021 13:15,73655.0
05/11/2021 13:30,72647.6641
05/11/2021 13:45,72477.6719
05/11/2021 14:00,71855.6641
05/11/2021 14:15,38681.0
05/11/2021 14:30,11824.334
05/11/2021 14:45,10687.0
05/11/2021 15:00,10267.0
05/11/2021 15:15,10444.0
05/11/2021 15:30,11778.334
05/11/2021 15:45,13152.0
05/11/2021 16:00,13395.333
05/11/2021 16:15,13173.0
05/11/2021 16:30,13635.667
05/11/2021 16:45,13912.666
05/11/2021 17:00,11769.334
05/11/2021 17:15,12519.0
05/11/2021 17:30,11047.666
05/11/2021 17:45,6376.6665
05/11/2021 18:00,2088.3333
05/11/2021 18:15,437.6667
05/11/2021 18:30,0.0
05/11/2021 18:45,0.0
05/11/2021 19:00,0.0
05/11/2021 19:15,0.0
05/11/2021 19:30,0.0
05/11/2021 19:45,0.0
05/11/2021 20:00,0.0
05/11/2021 20:15,0.0
05/11/2021 20:30,0.0
05/11/2021 20:45,0.0
05/11/2021 21:00,0.0
05/11/2021 21:15,0.0
05/11/2021 21:30,0.0
05/11/2021 21:45,0.0
05/11/2021 22:00,0.0
05/11/2021 22:15,0.0
05/11/2021 22:30,0.0
05/11/2021 22:45,0.0
05/11/2021 23:00,0.0
05/11/2021 23:15,0.0
05/11/2021 23:30,0.0
05/11/2021 23:45,0.0
05/12/2021 00:00,0.0
05/12/2021 00:15,0.0
05/12/2021 00:30,0.0
05/12/2021 00:45,0.0
05/12/2021 01:00,0.0
05/12/2021 01:15,0.0
05/12/2021 01:30,0.0
05/12/2021 01:45,0.0
05/12/2021 02:00,0.0
05/12/2021 02:15,0.0
05/12/2021 02:30,0.0
05/12/2021 02:45,0.0
05/12/2021 03:00,0.0
05/12/2021 03:15,0.0
05/12/2021 03:30,0.0
05/12/2021 03:45,0.0
05/12/2021 04:00,0.0
05/12/2021 04:15,0.0
05/12/2021 04:30,0.0
05/12/2021 04:45,0.0
05/12/2021 05:00,0.0
05/12/2021 05:15,0.0
05/12/2021 05:30,0.0
05/12/2021 05:45,76.3333
05/12/2021 06:00,1513.3334
05/12/2021 06:15,3928.0
05/12/2021 06:30,6769.6665
05/12/2021 06:45,8630.667
05/12/2021 07:00,13463.666
05/12/2021 07:15,18159.334
05/12/2021 07:30,22682.334
05/12/2021 07:45,27349.666
05/12/2021 08:00,31621.3359
05/12/2021 08:15,36136.0
05/12/2021 08:30,41477.3359
05/12/2021 08:45,46834.668
05/12/2021 09:00,51751.332
05/12/2021 09:15,54310.0
05/12/2021 09:30,56833.6641
05/12/2021 09:45,58143.3359
05/12/2021 10:00,59457.3359
05/12/2021 10:15,61385.0
05/12/2021 10:30,64260.3281
05/12/2021 10:45,67284.3359
05/12/2021 11:00,69763.6641
05/12/2021 11:15,70986.3359
05/12/2021 11:30,72463.3359
05/12/2021 11:45,71972.0
05/12/2021 12:00,71177.6641
05/12/2021 12:15,70805.3281
05/12/2021 12:30,70480.6641
05/12/2021 12:45,69039.3359
05/12/2021 13:00,67381.3281
05/12/2021 13:15,65743.3359
05/12/2021 13:30,64939.3359
05/12/2021 13:45,63547.0
05/12/2021 14:00,62042.3359
05/12/2021 14:15,59640.3359
05/12/2021 14:30,58025.0
05/12/2021 14:45,57675.3281
05/12/2021 15:00,52858.0
05/12/2021 15:15,50599.6641
05/12/2021 15:30,46146.332
05/12/2021 15:45,40111.668
05/12/2021 16:00,32900.0
05/12/2021 16:15,28382.332
05/12/2021 16:30,24758.334
05/12/2021 16:45,21262.002
05/12/2021 17:00,15482.333
05/12/2021 17:15,11074.0
05/12/2021 17:30,9141.667
05/12/2021 17:45,7020.3335
05/12/2021 18:00,2867.6667
05/12/2021 18:15,1128.3334
05/12/2021 18:30,2.6667
05/12/2021 18:45,0.0
05/12/2021 19:00,0.0
05/12/2021 19:15,0.0
05/12/2021 19:30,0.0
05/12/2021 19:45,0.0
05/12/2021 20:00,0.0
05/12/2021 20:15,0.0
05/12/2021 20:30,0.0
05/12/2021 20:45,0.0
05/12/2021 21:00,0.0
05/12/2021 21:15,0.0
05/12/2021 21:30,0.0
05/12/2021 21:45,0.0
05/12/2021 22:00,0.0
05/12/2021 22:15,0.0
05/12/2021 22:30,0.0
05/12/2021 22:45,0.0
05/12/2021 23:00,0.0
05/12/2021 23:15,0.0
05/12/2021 23:30,0.0
05/12/2021 23:45,0.0
05/13/2021 00:00,0.0
05/13/2021 00:15,0.0
05/13/2021 00:30,0.0
05/13/2021 00:45,0.0
05/13/2021 01:00,0.0
05/13/2021 01:15,0.0
05/13/2021 01:30,0.0
05/13/2021 01:45,0.0
05/13/2021 02:00,0.0
05/13/2021 02:15,0.0
05/13/2021 02:30,0.0
05/13/2021 02:45,0.0
05/13/2021 03:00,0.0
05/13/2021 03:15,0.0
05/13/2021 03:30,0.0
05/13/2021 03:45,0.0
05/13/2021 04:00,0.0
05/13/2021 04:15,0.0
05/13/2021 04:30,0.0
05/13/2021 04:45,0.0
05/13/2021 05:00,0.0
05/13/2021 05:15,0.0
05/13/2021 05:30,0.0
05/13/2021 05:45,84.6667
05/13/2021 06:00,1957.3334
05/13/2021 06:15,4993.6665
05/13/2021 06:30,8661.0
05/13/2021 06:45,11337.0
05/13/2021 07:00,15630.333
05/13/2021 07:15,20321.666
05/13/2021 07:30,24015.332
05/13/2021 07:45,28841.334
05/13/2021 08:00,34136.668
05/13/2021 08:15,33996.332
05/13/2021 08:30,19145.666
05/13/2021 08:45,29390.332
05/13/2021 09:00,27014.334
05/13/2021 09:15,55132.0
05/13/2021 09:30,57835.0
05/13/2021 09:45,60931.0
05/13/2021 10:00,63487.0
05/13/2021 10:15,65272.668
05/13/2021 10:30,66576.6641
05/13/2021 10:45,68195.6719
05/13/2021 11:00,70498.0
05/13/2021 11:15,71577.3359
05/13/2021 11:30,72057.0
05/13/2021 11:45,72410.3359
05/13/2021 12:00,72348.6719
05/13/2021 12:15,72188.3359
05/13/2021 12:30,71766.6719
05/13/2021 12:45,71337.6641
05/13/2021 13:00,70467.6719
05/13/2021 13:15,69267.3359
05/13/2021 13:30,68070.3359
05/13/2021 13:45,66401.6719
05/13/2021 14:00,64257.0
05/13/2021 14:15,62415.668
05/13/2021 14:30,59795.3359
05/13/2021 14:45,56066.3359
05/13/2021 15:00,52831.3359
05/13/2021 15:15,48896.0
05/13/2021 15:30,44647.3359
05/13/2021 15:45,39446.6641
05/13/2021 16:00,34530.6641
05/13/2021 16:15,30081.666
05/13/2021 16:30,25256.0
05/13/2021 16:45,20894.666
05/13/2021 17:00,16756.668
05/13/2021 17:15,12654.666
05/13/2021 17:30,9456.333
05/13/2021 17:45,4268.0
05/13/2021 18:00,1228.6667
05/13/2021 18:15,131.6667
05/13/2021 18:30,0.0
05/13/2021 18:45,0.0
05/13/2021 19:00,0.0
05/13/2021 19:15,0.0
05/13/2021 19:30,0.0
05/13/2021 19:45,0.0
05/13/2021 20:00,0.0
05/13/2021 20:15,0.0
05/13/2021 20:30,0.0
05/13/2021 20:45,0.0
05/13/2021 21:00,0.0
05/13/2021 21:15,0.0
05/13/2021 21:30,0.0
05/13/2021 21:45,0.0
05/13/2021 22:00,0.0
05/13/2021 22:15,0.0
05/13/2021 22:30,0.0
05/13/2021 22:45,0.0
05/13/2021 23:00,0.0
05/13/2021 23:15,0.0
05/13/2021 23:30,0.0
05/13/2021 23:45,0.0
05/14/2021 00:00,0.0
05/14/2021 00:15,0.0
05/14/2021 00:30,0.0
05/14/2021 00:45,0.0
05/14/2021 01:00,0.0
05/14/2021 01:15,0.0
05/14/2021 01:30,0.0
05/14/2021 01:45,0.0
05/14/2021 02:00,0.0
05/14/2021 02:15,0.0
05/14/2021 02:30,0.0
05/14/2021 02:45,0.0
05/14/2021 03:00,0.0
05/14/2021 03:15,0.0
05/14/2021 03:30,0.0
05/14/2021 03:45,0.0
05/14/2021 04:00,0.0
05/14/2021 04:15,0.0
05/14/2021 04:30,0.0
05/14/2021 04:45,0.0
05/14/2021 05:00,0.0
05/14/2021 05:15,0.0
05/14/2021 05:30,0.0
05/14/2021 05:45,96.6667
05/14/2021 06:00,2176.0
05/14/2021 06:15,5824.6665
05/14/2021 06:30,7702.333
05/14/2021 06:45,12317.333
05/14/2021 07:00,15287.0
05/14/2021 07:15,18969.668
05/14/2021 07:30,25369.666
05/14/2021 07:45,29807.0
05/14/2021 08:00,31252.332
05/14/2021 08:15,19407.0
05/14/2021 08:30,36095.0
05/14/2021 08:45,26757.666
05/14/2021 09:00,49696.332
05/14/2021 09:15,47062.0
05/14/2021 09:30,51147.0
05/14/2021 09:45,56507.6641
05/14/2021 10:00,62199.6719
05/14/2021 10:15,61266.6641
05/14/2021 10:30,63965.6641
05/14/2021 10:45,67116.3281
05/14/2021 11:00,68684.3359
05/14/2021 11:15,69870.6641
05/14/2021 11:30,70236.6641
05/14/2021 11:45,71288.3359
05/14/2021 12:00,72007.6719
05/14/2021 12:15,71790.3359
05/14/2021 12:30,71137.3359
05/14/2021 12:45,68995.6719
05/14/2021 13:00,68995.0
05/14/2021 13:15,67393.0
05/14/2021 13:30,66707.6719
05/14/2021 13:45,64694.3359
05/14/2021 14:00,63289.3359
05/14/2021 14:15,62057.3359
05/14/2021 14:30,59363.3359
05/14/2021 14:45,57121.0
05/14/2021 15:00,54192.6641
05/14/2021 15:15,50250.668
05/14/2021 15:30,45978.0
05/14/2021 15:45,41107.6641
05/14/2021 16:00,36811.668
05/14/2021 16:15,31681.666
05/14/2021 16:30,26924.0
05/14/2021 16:45,22237.0
05/14/2021 17:00,17507.334
05/14/2021 17:15,13177.333
05/14/2021 17:30,9964.334
05/14/2021 17:45,7252.9995
05/14/2021 18:00,2762.3335
05/14/2021 18:15,421.3333
05/14/2021 18:30,0.0
05/14/2021 18:45,0.0
05/14/2021 19:00,0.0
05/14/2021 19:15,0.0
05/14/2021 19:30,0.0
05/14/2021 19:45,0.0
05/14/2021 20:00,0.0
05/14/2021 20:15,0.0
05/14/2021 20:30,0.0
05/14/2021 20:45,0.0
05/14/2021 21:00,0.0
05/14/2021 21:15,0.0
05/14/2021 21:30,0.0
05/14/2021 21:45,0.0
05/14/2021 22:00,0.0
05/14/2021 22:15,0.0
05/14/2021 22:30,0.0
05/14/2021 22:45,0.0
05/14/2021 23:00,0.0
05/14/2021 23:15,0.0
05/14/2021 23:30,0.0
05/14/2021 23:45,0.0
05/15/2021 00:00,0.0
05/15/2021 00:15,0.0
05/15/2021 00:30,0.0
05/15/2021 00:45,0.0
05/15/2021 01:00,0.0
05/15/2021 01:15,0.0
05/15/2021 01:30,0.0
05/15/2021 01:45,0.0
05/15/2021 02:00,0.0
05/15/2021 02:15,0.0
05/15/2021 02:30,0.0
05/15/2021 02:45,0.0
05/15/2021 03:00,0.0
05/15/2021 03:15,0.0
05/15/2021 03:30,0.0
05/15/2021 03:45,0.0
05/15/2021 04:00,0.0
05/15/2021 04:15,0.0
05/15/2021 04:30,0.0
05/15/2021 04:45,0.0
05/15/2021 05:00,0.0
05/15/2021 05:15,0.0
05/15/2021 05:30,0.0
05/15/2021 05:45,37.6667
05/15/2021 06:00,1033.6666
05/15/2021 06:15,3097.0
05/15/2021 06:30,5637.0005
05/15/2021 06:45,8634.333
05/15/2021 07:00,14042.334
05/15/2021 07:15,19123.666
05/15/2021 07:30,23898.668
05/15/2021 07:45,28040.666
05/15/2021 08:00,31837.998
05/15/2021 08:15,34962.0
05/15/2021 08:30,36138.668
05/15/2021 08:45,42258.668
05/15/2021 09:00,44262.3359
05/15/2021 09:15,47312.0
05/15/2021 09:30,56780.668
05/15/2021 09:45,57352.6641
05/15/2021 10:00,55267.332
05/15/2021 10:15,62351.6641
05/15/2021 10:30,65127.0
05/15/2021 10:45,68041.0
05/15/2021 11:00,66717.0
05/15/2021 11:15,70404.0
05/15/2021 11:30,71167.0
05/15/2021 11:45,63870.6719
05/15/2021 12:00,73410.3281
05/15/2021 12:15,76437.0
05/15/2021 12:30,76385.3359
05/15/2021 12:45,77226.0
05/15/2021 13:00,77517.0
05/15/2021 13:15,35220.668
05/15/2021 13:30,15530.666
05/15/2021 13:45,11990.0
05/15/2021 14:00,25962.668
05/15/2021 14:15,46616.0
05/15/2021 14:30,55292.6641
05/15/2021 14:45,56938.3359
05/15/2021 15:00,44794.668
05/15/2021 15:15,35589.0
05/15/2021 15:30,14083.334
05/15/2021 15:45,9396.0
05/15/2021 16:00,7316.6665
05/15/2021 16:15,6184.3335
05/15/2021 16:30,5651.3335
05/15/2021 16:45,5316.0
05/15/2021 17:00,5543.6665
05/15/2021 17:15,6286.0
05/15/2021 17:30,5145.3335
05/15/2021 17:45,3460.0
05/15/2021 18:00,1619.6666
05/15/2021 18:15,399.0
05/15/2021 18:30,0.0
05/15/2021 18:45,0.0
05/15/2021 19:00,0.0
05/15/2021 19:15,0.0
05/15/2021 19:30,0.0
05/15/2021 19:45,0.0
05/15/2021 20:00,0.0
05/15/2021 20:15,0.0
05/15/2021 20:30,0.0
05/15/2021 20:45,0.0
05/15/2021 21:00,0.0
05/15/2021 21:15,0.0
05/15/2021 21:30,0.0
05/15/2021 21:45,0.0
05/15/2021 22:00,0.0
05/15/2021 22:15,0.0
05/15/2021 22:30,0.0
05/15/2021 22:45,0.0
05/15/2021 23:00,0.0
05/15/2021 23:15,0.0
05/15/2021 23:30,0.0
05/15/2021 23:45,0.0
05/16/2021 00:00,0.0
05/16/2021 00:15,0.0
05/16/2021 00:30,0.0
05/16/2021 00:45,0.0
05/16/2021 01:00,0.0
05/16/2021 01:15,0.0
05/16/2021 01:30,0.0
05/16/2021 01:45,0.0
05/16/2021 02:00,0.0
05/16/2021 02:15,0.0
05/16/2021 02:30,0.0
05/16/2021 02:45,0.0
05/16/2021 03:00,0.0
05/16/2021 03:15,0.0
05/16/2021 03:30,0.0
05/16/2021 03:45,0.0
05/16/2021 04:00,0.0
05/16/2021 04:15,0.0
05/16/2021 04:30,0.0
05/16/2021 04:45,0.0
05/16/2021 05:00,0.0
05/16/2021 05:15,0.0
05/16/2021 05:30,0.0
05/16/2021 05:45,35.3333
05/16/2021 06:00,1132.6666
05/16/2021 06:15,3452.6667
05/16/2021 06:30,6779.3335
05/16/2021 06:45,10524.0
05/16/2021 07:00,14845.667
05/16/2021 07:15,17287.666
05/16/2021 07:30,12042.666
05/16/2021 07:45,16564.666
05/16/2021 08:00,20945.668
05/16/2021 08:15,20190.334
05/16/2021 08:30,26411.002
05/16/2021 08:45,47671.332
05/16/2021 09:00,40036.6641
05/16/2021 09:15,31105.0
05/16/2021 09:30,36819.0
05/16/2021 09:45,57253.6641
05/16/2021 10:00,60455.3359
05/16/2021 10:15,60415.0
05/16/2021 10:30,64391.0
05/16/2021 10:45,63773.3281
05/16/2021 11:00,63797.0
05/16/2021 11:15,68830.3281
05/16/2021 11:30,69601.0
05/16/2021 11:45,66583.0
05/16/2021 12:00,70222.3359
05/16/2021 12:15,62911.0
05/16/2021 12:30,70850.0
05/16/2021 12:45,71181.0
05/16/2021 13:00,71378.3281
05/16/2021 13:15,31708.0
05/16/2021 13:30,17616.0
05/16/2021 13:45,3976.6665
05/16/2021 14:00,547.0
05/16/2021 14:15,1481.3333
05/16/2021 14:30,3485.0002
05/16/2021 14:45,5826.333
05/16/2021 15:00,9671.0
05/16/2021 15:15,12859.0
05/16/2021 15:30,10836.0
05/16/2021 15:45,12229.333
05/16/2021 16:00,24381.0
05/16/2021 16:15,29547.334
05/16/2021 16:30,27898.0
05/16/2021 16:45,12730.333
05/16/2021 17:00,4278.6665
05/16/2021 17:15,1861.3334
05/16/2021 17:30,984.6667
05/16/2021 17:45,754.9999
05/16/2021 18:00,493.3333
05/16/2021 18:15,41.3333
05/16/2021 18:30,0.0
05/16/2021 18:45,0.0
05/16/2021 19:00,0.0
05/16/2021 19:15,0.0
05/16/2021 19:30,0.0
05/16/2021 19:45,0.0
05/16/2021 20:00,0.0
05/16/2021 20:15,0.0
05/16/2021 20:30,0.0
05/16/2021 20:45,0.0
05/16/2021 21:00,0.0
05/16/2021 21:15,0.0
05/16/2021 21:30,0.0
05/16/2021 21:45,0.0
05/16/2021 22:00,0.0
05/16/2021 22:15,0.0
05/16/2021 22:30,0.0
05/16/2021 22:45,0.0
05/16/2021 23:00,0.0
05/16/2021 23:15,0.0
05/16/2021 23:30,0.0
05/16/2021 23:45,0.0
05/17/2021 00:00,0.0
05/17/2021 00:15,0.0
05/17/2021 00:30,0.0
05/17/2021 00:45,0.0
05/17/2021 01:00,0.0
05/17/2021 01:15,0.0
05/17/2021 01:30,0.0
05/17/2021 01:45,0.0
05/17/2021 02:00,0.0
05/17/2021 02:15,0.0
05/17/2021 02:30,0.0
05/17/2021 02:45,0.0
05/17/2021 03:00,0.0
05/17/2021 03:15,0.0
05/17/2021 03:30,0.0
05/17/2021 03:45,0.0
05/17/2021 04:00,0.0
05/17/2021 04:15,0.0
05/17/2021 04:30,0.0
05/17/2021 04:45,0.0
05/17/2021 05:00,0.0
05/17/2021 05:15,0.0
05/17/2021 05:30,0.0
05/17/2021 05:45,211.6667
05/17/2021 06:00,2524.0
05/17/2021 06:15,5848.0005
05/17/2021 06:30,9413.333
05/17/2021 06:45,13431.0
05/17/2021 07:00,16730.334
05/17/2021 07:15,20887.666
05/17/2021 07:30,25689.334
05/17/2021 07:45,30754.666
05/17/2021 08:00,32915.668
05/17/2021 08:15,28913.334
05/17/2021 08:30,30344.668
05/17/2021 08:45,47269.0
05/17/2021 09:00,44547.0
05/17/2021 09:15,52519.0
05/17/2021 09:30,55689.6719
05/17/2021 09:45,60610.3281
05/17/2021 10:00,62173.3281
05/17/2021 10:15,65896.6719
05/17/2021 10:30,67857.0
05/17/2021 10:45,68257.3359
05/17/2021 11:00,69542.0
05/17/2021 11:15,70241.3359
05/17/2021 11:30,69208.0
05/17/2021 11:45,70609.6641
05/17/2021 12:00,72860.0
05/17/2021 12:15,72325.3359
05/17/2021 12:30,73076.0
05/17/2021 12:45,75940.6641
05/17/2021 13:00,62508.0
05/17/2021 13:15,40674.0
05/17/2021 13:30,11661.666
05/17/2021 13:45,10049.666
05/17/2021 14:00,14837.334
05/17/2021 14:15,55186.0
05/17/2021 14:30,70176.0
05/17/2021 14:45,60547.3359
05/17/2021 15:00,33221.0
05/17/2021 15:15,13756.667
05/17/2021 15:30,31629.666
05/17/2021 15:45,28541.668
05/17/2021 16:00,30424.002
05/17/2021 16:15,28505.002
05/17/2021 16:30,24685.668
05/17/2021 16:45,21792.668
05/17/2021 17:00,16929.668
05/17/2021 17:15,12167.0
05/17/2021 17:30,7576.0
05/17/2021 17:45,4284.6665
05/17/2021 18:00,2007.3334
05/17/2021 18:15,491.6667
05/17/2021 18:30,0.0
05/17/2021 18:45,0.0
05/17/2021 19:00,0.0
05/17/2021 19:15,0.0
05/17/2021 19:30,0.0
05/17/2021 19:45,0.0
05/17/2021 20:00,0.0
05/17/2021 20:15,0.0
05/17/2021 20:30,0.0
05/17/2021 20:45,0.0
05/17/2021 21:00,0.0
05/17/2021 21:15,0.0
05/17/2021 21:30,0.0
05/17/2021 21:45,0.0
05/17/2021 22:00,0.0
05/17/2021 22:15,0.0
05/17/2021 22:30,0.0
05/17/2021 22:45,0.0
05/17/2021 23:00,0.0
05/17/2021 23:15,0.0
05/17/2021 23:30,0.0
05/17/2021 23:45,0.0
05/18/2021 00:00,0.0
05/18/2021 00:15,0.0
05/18/2021 00:30,0.0
05/18/2021 00:45,0.0
05/18/2021 01:00,0.0
05/18/2021 01:15,0.0
05/18/2021 01:30,0.0
05/18/2021 01:45,0.0
05/18/2021 02:00,0.0
05/18/2021 02:15,0.0
05/18/2021 02:30,0.0
05/18/2021 02:45,0.0
05/18/2021 03:00,0.0
05/18/2021 03:15,0.0
05/18/2021 03:30,0.0
05/18/2021 03:45,0.0
05/18/2021 04:00,0.0
05/18/2021 04:15,0.0
05/18/2021 04:30,0.0
05/18/2021 04:45,0.0
05/18/2021 05:00,0.0
05/18/2021 05:15,0.0
05/18/2021 05:30,0.0
05/18/2021 05:45,0.0
05/18/2021 06:00,822.3334
05/18/2021 06:15,3255.0002
05/18/2021 06:30,6812.333
05/18/2021 06:45,11699.0
05/18/2021 07:00,18360.666
05/18/2021 07:15,19245.666
05/18/2021 07:30,23556.666
05/18/2021 07:45,22763.334
05/18/2021 08:00,32607.668
05/18/2021 08:15,32736.668
05/18/2021 08:30,27975.332
05/18/2021 08:45,44729.668
05/18/2021 09:00,39291.6641
05/18/2021 09:15,43277.3359
05/18/2021 09:30,46738.0
05/18/2021 09:45,51486.3359
05/18/2021 10:00,54190.668
05/18/2021 10:15,63183.3359
05/18/2021 10:30,65171.6641
05/18/2021 10:45,68543.0
05/18/2021 11:00,59858.3281
05/18/2021 11:15,71360.0
05/18/2021 11:30,74544.3359
05/18/2021 11:45,73010.6719
05/18/2021 12:00,9762.0
05/18/2021 12:15,4696.3335
05/18/2021 12:30,5461.3335
05/18/2021 12:45,5733.0
05/18/2021 13:00,9833.0
05/18/2021 13:15,24679.666
05/18/2021 13:30,32176.668
05/18/2021 13:45,25544.332
05/18/2021 14:00,42230.0
05/18/2021 14:15,33398.0
05/18/2021 14:30,21318.0
05/18/2021 14:45,17641.334
05/18/2021 15:00,15129.666
05/18/2021 15:15,11249.0
05/18/2021 15:30,9115.667
05/18/2021 15:45,7837.0
05/18/2021 16:00,6472.3335
05/18/2021 16:15,4984.667
05/18/2021 16:30,3546.6665
05/18/2021 16:45,2853.3333
05/18/2021 17:00,2769.3335
05/18/2021 17:15,2114.0
05/18/2021 17:30,1128.0
05/18/2021 17:45,775.3333
05/18/2021 18:00,364.0
05/18/2021 18:15,45.3333
05/18/2021 18:30,0.0
05/18/2021 18:45,0.0
05/18/2021 19:00,0.0
05/18/2021 19:15,0.0
05/18/2021 19:30,0.0
05/18/2021 19:45,0.0
05/18/2021 20:00,0.0
05/18/2021 20:15,0.0
05/18/2021 20:30,0.0
05/18/2021 20:45,0.0
05/18/2021 21:00,0.0
05/18/2021 21:15,0.0
05/18/2021 21:30,0.0
05/18/2021 21:45,0.0
05/18/2021 22:00,0.0
05/18/2021 22:15,0.0
05/18/2021 22:30,0.0
05/18/2021 22:45,0.0
05/18/2021 23:00,0.0
05/18/2021 23:15,0.0
05/18/2021 23:30,0.0
05/18/2021 23:45,0.0
05/19/2021 00:00,0.0
05/19/2021 00:15,0.0
05/19/2021 00:30,0.0
05/19/2021 00:45,0.0
05/19/2021 01:00,0.0
05/19/2021 01:15,0.0
05/19/2021 01:30,0.0
05/19/2021 01:45,0.0
05/19/2021 02:00,0.0
05/19/2021 02:15,0.0
05/19/2021 02:30,0.0
05/19/2021 02:45,0.0
05/19/2021 03:00,0.0
05/19/2021 03:15,0.0
